Manufacturer,Model,Model Year,Battery Capacity kWh,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Plug Type,Autocharge Support,Emergency Release Location,Plug Type Source,Autocharge Support Source,Emergency Release Location Source,Region,Vehicle Type
Mercedes-Benz,GLC 300 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,GLE 450 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,GLE 580 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,GLS 450 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,GLS 580 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,GLS 600 4MATIC Maybach,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,S 500 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,S 580 4MATIC,2023,,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mercedes-Benz,S 580 e 4MATIC,2023,22.0,,,Type 2 (AC only),Nein,"Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Mini,Cooper SE Countryman ALL4,2023,10.0,11.0,50.0,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mini,Cooper SE Hardtop 2 door,2023,32.0,7.4,50.0,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Mitsubishi,Outlander PHEV,2023,19.0,3.7,22.0,Type 2 + CCS2,Nein,Kofferraum: Notentriegelungsschlaufe – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Polestar,Polestar 2,2023,77.0,11.0,150.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Polestar,Polestar 2 Dual Motor,2023,77.0,11.0,150.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Porsche,Cayenne Turbo S e-Hybrid/Coupe,2023,17.0,7.2,,Type 2 (AC only),Nein,Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Porsche,Panamera 4/4S E-Hybrid,2023,18.0,,,Type 2 (AC only),Nein,Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Porsche,Panamera Turbo S E-Hybrid,2023,17.0,7.2,,Type 2 (AC only),Nein,Außen am Fahrzeug: schwarzer Knopf zwischen Tür und Kotflügel,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Subaru,Crosstrek Hybrid AWD,2023,8.0,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,bZ4X,2023,71.0,6.6,150.0,Type 2 + CCS2,Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Camry Hybrid LE/SE/XLE/XSE,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Corolla Cross Hybrid AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Corolla Hybrid,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Corolla Hybrid AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Crown AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Highlander Hybrid,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Highlander Hybrid AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Mirai LE,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Mirai Limited,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Mirai XLE,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Prius,2023,8.8,3.3,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Prius AWD,2023,8.8,3.3,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Prius Prime/SE,2023,13.0,3.5,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Toyota,RAV4 Hybrid AWD,2023,18.1,6.6,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU | Manufacturer technical specification (training data cross-reference),Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,RAV4 Prime AWD,2023,18.0,6.6,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Sequoia 2WD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Sequoia 4WD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Sienna,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Sienna AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Tundra 2WD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Tundra 4WD/4WD PRO,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Toyota,Venza AWD,2023,,,,Type 2 (AC only),Nein,Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volkswagen,ID.4 AWD Pro/Pro S,2023,81.0,11.0,125.0,Type 2 + CCS2,Nein,Kofferraum Beifahrerseite: Gelbe Notentriegelungsschlaufe,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Volkswagen,ID.4 S/Pro/Pro S,2023,81.0,11.0,125.0,Type 2 + CCS2,Nein,Kofferraum Beifahrerseite: Gelbe Notentriegelungsschlaufe,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Volvo,C40 Recharge Twin,2023,77.0,11.0,149.0,Type 2 + CCS2,Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,S60 B5,2023,,,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,S60 B5 AWD,2023,,,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,S60 T8 AWD Recharge,2023,18.0,3.6,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,S90 B6 AWD,2023,,,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,S90 T8 AWD Recharge ext. Range,2023,18.0,3.6,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Volvo,V60CC B5 AWD,2023,,,,Type 2 (AC only),Nein,"Kofferraum links: Bodenpanel anheben, Hebel ziehen",IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
