# EV CHARGING DATABASE — EU+US 2024/2025
# Format: Region|Type|Model|Year|Battery(kWh)|AC_kW|DC_kW|Plug|Autocharge:Y/N/P/?|Emergency:…
# Autocharge: Y=yes N=no P=partial ?=unknown | Type: BEV=Battery Electric PHEV=Plug-in Hybrid | '-'=data unavailable

## ABARTH
US|BEV|Cayenne Turbo S e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne Turbo S e-Hybrid Coupe|2020|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne e-Hybrid Coupe|2020|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid Executive|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid ST|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid Executive|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid ST|2020|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Taycan 4S Perf Battery Plus|2020|93.4kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne e-Hybrid|2019|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid Executive|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid ST|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid Executive|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid ST|2019|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Cayenne S e-Hybrid|2018|25.9kWh|AC:7.2kW|DC:270kW|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid Executive|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera 4 e-Hybrid ST|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid Executive|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
US|BEV|Panamera Turbo S e-Hybrid ST|2018|25.9kWh|AC:7.2kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Außen am Fahrzeug zugänglich (kein Kofferraum nötig): Zwischen Fahrertür und Kotflügel, schwarzen runden Knopf/Objekt über dem Türscharnier suchen. Knopf bis zum Widerstand ca. 2–3 cm herausziehen – Verriegelungspin löst sich. Kabel innerhalb 20 Sek. entfernen. Anschließend Werkstattbesuch empfohlen. (Quelle: NHTSA TSB MC-10170995)
## RENAULT
EU|BEV|5 E-Tech|2024|52kWh|AC:11kW|DC:101kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Megane E-Tech EV60|2024|60kWh|AC:22kW|DC:129kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Scenic E-Tech EV87|2024|87kWh|AC:22kW|DC:150kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe ZE50 R110|2024|52kWh|AC:22kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Tech|2024|27.5kWh|AC:6.6kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|4 E-Tech|2024|52kWh|AC:11kW|DC:101kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe ZE50 R135|2024|52kWh|AC:22kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Twingo Electric|2024|21.3kWh|AC:22kW|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe Q210|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Kangoo E-Tech Electric|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Scenic E-Tech EV60|2024|87kWh|AC:11kW|DC:233kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe R110|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Kangoo Maxi ZE|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Megane E-Tech EV40|2024|60kWh|AC:7.2kW|DC:130kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe ZE40 R110|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe R240|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe R90|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe Q90|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Kangoo Grand E-Tech Electric|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Zoe R90 Entry|2024|52kWh|AC:7kW|DC:50kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## RIVIAN
US|BEV|R1S Dual|2025|149.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Dual Large|2025|116.1kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Dual Standard|2025|94.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Tri Max|2025|149.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual|2025|149.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual Large|2025|116.1kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual Standard|2025|94.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Tri Max|2025|149.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S All-Terrain Quad Large (20in)|2024|144kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Dual|2024|144kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Dual Max|2024|149.7kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Quad Large|2024|144kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual|2024|144kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual Max|2024|149.7kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Quad Large|2024|144kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S|2023|144kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S Dual Motor|2023|144kWh|AC:11.4kW|DC:209kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T|2023|144kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T Dual Motor|2023|144kWh|AC:11.4kW|DC:210kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1S|2022|149kWh|AC:11.4kW|DC:220kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
US|BEV|R1T|2022|149kWh|AC:11.4kW|DC:220kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Zentraldisplay > Ladeport entriegeln. Notfall: Ladeport-Bereich mechanisch zugänglich; benötigt T25- und T20-Schlüssel. Entriegelungskabel vorsichtig ziehen – Hochvoltleitungen NICHT durchtrennen. Frunk: Bei Stromausfall Haube über Not-Zugang (12V) öffnen.
